account_id,customer_name,national_id,phone_number,origination_date,months_on_book,age,gender,nationality,region,employer_sector,product_type,loan_amount_sar,outstanding_balance_sar,monthly_installment_sar,interest_rate_pct,loan_tenure_months,remaining_tenure_months,collateral_flag,current_dpd,delinquency_bucket,max_dpd_ever,dpd_trend,times_entered_30dpd,ontime_payment_ratio,partial_payment_frequency,avg_payment_ratio,total_payments_made,total_amount_paid_sar,months_since_last_payment,last_payment_amount_sar,total_ptps_made,ptps_kept,ptps_broken,consecutive_broken_ptps,ptp_reliability_rate,avg_days_late_broken_ptp,has_active_ptp,ptp_due_date,ptp_amount_sar,ptp_captured_by,call_pickup_rate,sms_response_rate,whatsapp_response_rate,email_response_rate,preferred_contact_window,days_since_last_contact,contact_attempts_30d,right_party_contact_rate,monthly_income_sar,salary_day,days_to_next_salary,dti_ratio,other_active_loans,bureau_score_at_origination,job_loss_flag,medical_hardship_flag,family_status_change,dispute_flag,fraud_suspected_flag,legal_action_flag,handling_type,assigned_agent_name,assigned_agent_id,settlement_eligible,ots_discount_pct,waiver_requested,ptp_score,pay_probability,risk_tier,recommended_channel,outcome_label
WAT-007957,Hamad Al-Qahtani,2906827528,0599613062,2019-09-14,78,38,Male,Expat-Asian,Jeddah,Private - Large,Personal Finance,79000,9000,1640,8.93,60,0,False,77,61-90 DPD,91,Worsening,2,0.27,0.65,0.27,21,9500,4,0,6,4,2,1,0.67,4,False,,0,,0.64,0.66,1.0,0.04,6pm-9pm,5,10,0.58,11300,27,3,0.145,1,567,False,False,False,False,False,False,AI + Human,Bader Al-Mutlaq,AGT-029,False,0,False,818,0.941,Low Risk,SMS,Paid
WAT-007958,Tariq Al-Omari,1421070802,0513156098,2024-12-11,15,57,Male,Saudi,Dammam,Government,Personal Finance,43000,30500,1040,7.65,48,33,False,54,31-60 DPD,74,Stable,5,0.58,0.24,0.57,8,4500,2,0,3,0,3,3,0.0,13,True,2026-03-27,1100,AI,0.49,0.18,0.28,0.01,12pm-3pm,2,3,0.41,6300,30,6,0.165,1,635,True,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,425,0.228,High Risk,AI Voice,Not Paid
WAT-007959,Nora Al-Zahrani,1364425965,0577603826,2020-05-15,70,39,Female,Saudi,Riyadh,Military/Security,Auto Finance,95500,38500,1930,7.83,60,0,True,26,1-30 DPD,48,Stable,0,0.58,0.51,0.6,40,46500,0,1100,0,0,0,0,,0,False,,0,,0.42,0.29,0.49,0.04,6pm-9pm,3,1,0.3,9700,1,7,0.199,1,655,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-007960,Talal Al-Zahrani,1285621214,0572687087,2019-07-19,80,39,Male,Saudi,Jeddah,Private - Large,Personal Finance,60000,4000,1250,9.24,60,0,True,147,NPA,192,Worsening,3,0.2,0.42,0.15,16,3000,9,0,11,6,5,2,0.55,41,True,2026-04-01,1900,AI,0.64,0.16,0.28,0.11,6pm-9pm,14,19,0.58,11400,27,3,0.11,1,532,False,True,False,False,False,False,Human Led,Faisal Al-Rashidi,AGT-001,True,15,False,324,0.044,Very High Risk,Human Agent,Pending
WAT-007961,Dina Al-Shehri,2246203242,0588540153,2025-06-11,9,65,Female,Expat-Asian,Riyadh,Military/Security,Gold Finance,13500,6500,1170,6.58,12,3,False,33,31-60 DPD,40,Stable,3,0.72,0.6,0.66,6,4500,2,0,2,1,1,1,0.5,18,False,,0,,0.64,0.13,0.25,0.11,After 9pm,10,5,0.42,9400,29,5,0.124,2,735,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,True,838,0.978,Low Risk,SMS,Pending
WAT-007962,Haifa Al-Harbi,2591126279,0579691734,2019-12-17,75,34,Female,Expat-Asian,Madinah,Government,Personal Finance,55500,13500,2560,9.86,24,0,False,14,1-30 DPD,15,Stable,2,0.83,0.8,0.61,62,97000,0,1100,1,0,1,1,0.0,33,False,,0,,0.46,0.21,0.37,0.02,12pm-3pm,4,4,0.33,18900,1,7,0.135,0,566,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,True,839,0.98,Low Risk,SMS,Paid
WAT-007963,Waleed Al-Harbi,1736785161,0515450912,2024-06-28,20,52,Male,Saudi,Dammam,Government,Personal Finance,35500,11000,1640,10.03,24,4,True,12,1-30 DPD,29,Stable,2,0.78,0.55,0.56,15,14000,0,1000,0,0,0,0,,0,False,,0,,0.47,0.11,0.14,0.13,12pm-3pm,6,1,0.4,11200,30,6,0.146,0,855,False,True,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-007964,Sultan Al-Omari,1608174938,0586920145,2019-08-05,79,40,Male,Saudi,Dammam,Government,Personal Finance,31000,11000,1420,8.92,24,0,False,29,1-30 DPD,83,Worsening,0,0.76,0.17,0.53,60,45000,1,0,0,0,0,0,,0,False,,0,,0.25,0.51,0.57,0.09,6pm-9pm,0,3,0.21,10600,25,1,0.134,1,550,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-007965,Haifa Al-Rashidi,2177098183,0532947480,2023-12-23,27,44,Female,Expat-Arab,Jeddah,Government,Personal Finance,35000,17000,1110,8.58,36,9,False,35,31-60 DPD,91,Worsening,4,0.5,0.53,0.37,13,5500,1,0,1,0,1,1,0.0,39,False,,0,,0.44,0.2,0.36,0.03,9am-12pm,5,8,0.26,10800,26,2,0.103,2,634,False,False,False,False,False,False,AI Only,N/A,N/A,True,10,False,839,0.98,Low Risk,SMS,Pending
WAT-007966,Hamad Al-Khaldi,2528079200,0561790062,2024-11-03,16,48,Male,Expat-Asian,Riyadh,Semi-Government,Small Business Finance,111500,80000,3410,6.27,36,20,False,109,NPA,127,Stable,1,0.15,0.7,0.16,2,1000,8,0,11,5,6,3,0.45,41,False,,0,,0.14,0.19,0.27,0.04,6pm-9pm,25,16,0.13,30800,1,7,0.111,4,585,False,False,False,False,False,True,Human Led,Hind Al-Juhani,AGT-018,True,15,False,313,0.023,Very High Risk,Human Agent,Pending
WAT-007967,Hamad Al-Ruwaili,1868795389,0596448675,2023-09-26,29,36,Male,Saudi,Asir,Private - Large,Personal Finance,73000,31000,3250,6.58,24,0,False,30,1-30 DPD,62,Stable,4,0.59,0.1,0.61,17,33500,0,2400,0,0,0,0,,0,True,2026-03-28,6000,Human Agent,0.5,0.13,0.18,0.09,6pm-9pm,3,3,0.42,5500,27,3,0.591,1,417,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-007968,Fahad Al-Ahmadi,1513495029,0593036105,2025-02-13,13,45,Male,Saudi,Riyadh,Semi-Government,Personal Finance,10500,6000,470,6.51,24,11,False,95,NPA,132,Worsening,6,0.07,0.4,0.05,1,0,9,0,11,4,7,0,0.36,3,False,,0,,0.3,0.49,0.8,0.0,3pm-6pm,59,6,0.21,24600,1,7,0.02,2,607,False,False,True,False,False,True,Human Led,Majed Al-Ruwaili,AGT-015,True,30,False,352,0.094,Very High Risk,Human Agent,Pending
WAT-007969,Shahad Al-Mutairi,1272138221,0575914781,2023-11-05,28,36,Female,Saudi,Riyadh,Government,Personal Finance,56000,27500,1400,9.2,48,20,False,172,NPA,208,Worsening,2,0.23,0.89,0.17,6,1500,6,0,6,3,3,3,0.5,21,False,,0,,0.18,0.5,0.56,0.03,12pm-3pm,7,4,0.12,54200,1,7,0.026,2,506,False,False,False,False,False,False,Human Led,Nora Al-Khalid,AGT-002,False,0,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-007970,Ziyad Al-Zahrani,2503731331,0511914516,2024-12-12,15,36,Male,Expat-Asian,Other,Military/Security,Home Finance,335500,319000,2910,6.44,180,165,True,95,NPA,135,Worsening,1,0.0,0.29,0.0,1,0,5,0,10,4,6,0,0.4,39,True,2026-03-26,3800,AI,0.3,0.5,0.59,0.01,3pm-6pm,40,17,0.28,11900,1,7,0.245,3,591,False,False,False,False,False,False,Human Led,Maha Al-Shehri,AGT-008,True,25,False,329,0.052,Very High Risk,Human Agent,Not Paid
WAT-007971,Mishal Al-Zahrani,1202954039,0575753372,2023-03-29,35,46,Male,Saudi,Jeddah,Government,Personal Finance,49000,20500,1200,8.29,48,13,False,103,NPA,131,Worsening,6,0.07,0.37,0.07,2,0,6,0,3,1,2,1,0.33,43,True,2026-03-31,1900,AI,0.51,0.23,0.33,0.04,12pm-3pm,45,7,0.39,15200,26,2,0.079,0,604,False,False,False,False,False,False,Human Led,Faisal Al-Rashidi,AGT-001,False,0,False,552,0.459,Medium Risk,WhatsApp,Pending
WAT-007972,Hamad Al-Asmari,1206664678,0588382734,2023-03-09,36,28,Male,Saudi,Jeddah,Government,Home Finance,399500,351000,3070,6.88,240,204,True,65,61-90 DPD,108,Worsening,4,0.37,0.22,0.4,13,16000,4,0,7,3,4,2,0.43,23,False,,0,,0.58,0.2,0.28,0.04,12pm-3pm,11,6,0.47,8400,27,3,0.365,3,584,False,False,False,False,False,False,Human Led,Ghada Al-Bogami,AGT-024,False,0,False,733,0.788,Low Risk,SMS,Paid
WAT-007973,Bader Al-Shahrani,1193018252,0510601884,2019-05-18,82,33,Male,Saudi,Dammam,Private - SME,Small Business Finance,92500,42500,4180,7.85,24,0,False,28,1-30 DPD,72,Stable,0,0.49,0.38,0.49,40,82000,0,3600,1,0,1,1,0.0,42,False,,0,,0.5,0.6,1.0,0.04,After 9pm,5,4,0.45,3000,25,1,0.9,3,623,False,False,False,False,False,False,AI Only,N/A,N/A,True,15,False,802,0.913,Low Risk,SMS,Paid
WAT-007974,Haifa Al-Omari,1956192132,0536376275,2025-08-28,6,45,Female,Saudi,Asir,Private - SME,Auto Finance,130500,121500,2680,8.48,60,54,True,33,31-60 DPD,83,Worsening,4,0.67,0.14,0.58,4,6000,1,0,1,0,1,0,0.0,41,False,,0,,0.59,0.23,0.29,0.13,9am-12pm,11,5,0.43,13600,26,2,0.197,4,653,False,False,False,False,False,False,Human Led,Reem Al-Dosari,AGT-010,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-007975,Dina Al-Zahrani,1956956757,0559512608,2019-09-08,78,42,Female,Saudi,Dammam,Government,Personal Finance,86000,29500,1740,7.8,60,0,False,59,31-60 DPD,85,Stable,4,0.21,0.33,0.19,16,5500,1,0,2,0,2,2,0.0,36,True,2026-04-09,1500,AI,0.15,0.16,0.28,0.11,12pm-3pm,10,2,0.12,15200,28,4,0.114,2,659,False,False,False,False,False,False,AI + Human,Hessa Al-Ghamdi,AGT-006,False,0,False,643,0.623,Medium Risk,WhatsApp,Pending
WAT-007976,Sultan Al-Asmari,1722084795,0582242912,2024-06-11,21,53,Male,Saudi,Dammam,Private - SME,Auto Finance,37500,24500,920,8.31,48,27,True,63,61-90 DPD,68,Worsening,1,0.03,0.32,0.03,1,0,3,0,2,0,2,2,0.0,43,False,,0,,0.29,0.1,0.11,0.22,6pm-9pm,9,13,0.19,5400,1,7,0.17,1,565,False,False,False,False,False,False,Human Led,Shahad Al-Maliki,AGT-016,False,0,False,334,0.061,Very High Risk,Human Agent,Not Paid
WAT-007977,Fahad Al-Enazi,1552237151,0561632466,2024-12-10,15,41,Male,Saudi,Jeddah,Semi-Government,Home Finance,409000,385000,3510,6.26,180,165,True,24,1-30 DPD,31,Improving,2,0.76,0.48,0.64,11,24500,1,0,1,0,1,1,0.0,32,False,,0,,0.4,0.62,1.0,0.05,12pm-3pm,4,2,0.28,29000,26,2,0.121,4,728,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,True,839,0.98,Low Risk,SMS,Paid
WAT-007978,Abdullah Al-Zahrani,2163492189,0527716760,2024-08-12,19,33,Male,Expat-GCC,Dammam,Private - Large,Personal Finance,39000,20500,1760,7.64,24,5,False,19,1-30 DPD,51,Improving,2,0.9,0.09,0.79,17,23500,0,1300,0,0,0,0,,0,True,2026-04-05,2600,AI,0.39,0.47,0.77,0.07,3pm-6pm,0,2,0.36,10400,27,3,0.169,1,416,False,False,False,False,False,False,AI + Human,Nawaf Al-Anazi,AGT-011,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-007979,Waleed Al-Zahrani,1951006017,0585049312,2023-10-09,29,49,Male,Saudi,Jeddah,Private - Large,Auto Finance,98000,63000,1670,6.89,72,43,True,17,1-30 DPD,29,Worsening,2,0.51,0.17,0.35,14,8000,0,1800,2,0,2,2,0.0,27,False,,0,,0.17,0.34,0.55,0.22,9am-12pm,5,3,0.13,6200,1,7,0.269,2,723,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,734,0.789,Low Risk,SMS,Paid
WAT-007980,Mohammed Al-Shehri,1151656163,0589997605,2021-08-23,54,28,Male,Saudi,Madinah,Government,Personal Finance,31000,13000,610,6.6,60,6,False,65,61-90 DPD,111,Stable,1,0.17,0.2,0.18,9,1000,2,0,6,3,3,3,0.5,13,False,,0,,0.65,0.17,0.21,0.05,3pm-6pm,4,7,0.56,15600,25,1,0.039,2,662,False,False,False,False,False,False,AI + Human,Omar Al-Omari,AGT-017,False,0,False,673,0.678,Medium Risk,WhatsApp,Not Paid
WAT-007981,Faisal Al-Otaibi,1745718637,0527053711,2019-12-29,74,65,Male,Saudi,Dammam,Military/Security,Home Finance,268000,188000,2190,5.52,180,106,True,126,NPA,129,Worsening,3,0.48,0.58,0.47,35,36000,3,0,6,1,5,4,0.17,38,True,2026-04-12,4200,Human Agent,0.49,0.15,0.2,0.08,9am-12pm,34,15,0.3,10900,30,6,0.201,1,603,False,False,False,False,False,False,Human Led,Hessa Al-Ghamdi,AGT-006,False,0,False,312,0.022,Very High Risk,Human Agent,Not Paid
WAT-007982,Bader Al-Harbi,1284681347,0532801284,2019-04-17,83,43,Male,Saudi,Riyadh,Private - SME,Personal Finance,83500,29500,7180,5.93,12,0,False,85,61-90 DPD,139,Worsening,5,0.5,0.31,0.44,41,129500,4,0,3,1,2,2,0.33,27,False,,0,,0.33,0.3,0.49,0.03,3pm-6pm,13,4,0.25,8700,1,7,0.825,1,714,False,False,True,False,False,False,AI + Human,Hamad Al-Asmari,AGT-023,True,30,False,461,0.293,High Risk,AI Voice,Not Paid
WAT-007983,Ziyad Al-Enazi,1959479119,0557780790,2023-08-10,31,41,Male,Saudi,Jeddah,Self-Employed,Auto Finance,87500,18500,2730,7.66,36,5,True,43,31-60 DPD,57,Stable,2,0.6,0.13,0.48,18,23500,2,0,3,1,2,2,0.33,24,True,2026-03-30,5400,Human Agent,0.78,0.44,0.58,0.04,After 9pm,9,2,0.54,18400,28,4,0.148,0,651,False,False,False,False,False,False,AI + Human,Bader Al-Mutlaq,AGT-029,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-007984,Ziyad Al-Qahtani,2676805607,0568188749,2023-04-01,35,33,Male,Expat-Asian,Jeddah,Government,Personal Finance,113500,27000,3440,5.83,36,1,False,83,61-90 DPD,114,Stable,5,0.49,0.79,0.44,17,25500,3,0,2,0,2,0,0.0,5,False,,0,,0.32,0.06,0.08,0.18,6pm-9pm,23,13,0.19,25700,26,2,0.134,1,504,False,False,False,False,False,False,Human Led,Majed Al-Ruwaili,AGT-015,False,0,False,674,0.68,Medium Risk,WhatsApp,Not Paid
WAT-007985,Saad Al-Zahrani,1805474184,0561413675,2024-02-09,25,22,Male,Saudi,Jeddah,Government,Small Business Finance,387500,179500,12110,7.84,36,11,False,517,Write-off,526,Worsening,6,0.0,1.0,0.0,1,0,12,0,13,0,13,3,0.0,12,False,,0,,0.32,0.25,0.31,0.0,9am-12pm,8,16,0.26,17200,28,4,0.704,1,682,False,False,False,False,False,False,Human Led,Lama Al-Ahmadi,AGT-012,True,20,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-007986,Rayan Al-Balawi,1739913219,0572507539,2021-08-26,54,27,Male,Saudi,Riyadh,Semi-Government,Personal Finance,10000,3500,250,8.51,48,0,False,51,31-60 DPD,79,Worsening,5,0.57,0.29,0.49,30,3500,2,0,1,0,1,1,0.0,28,False,,0,,0.62,0.3,0.44,0.01,6pm-9pm,12,8,0.58,14700,27,3,0.02,3,519,False,False,True,False,False,False,AI + Human,Majed Al-Ruwaili,AGT-015,False,0,False,818,0.941,Low Risk,SMS,Paid
WAT-007987,Bader Al-Juhani,1803409012,0521129367,2021-03-20,60,24,Male,Saudi,Riyadh,Private - SME,Personal Finance,105000,20500,2180,9.0,60,0,False,6,1-30 DPD,29,Improving,1,0.91,0.11,0.65,54,76500,1,0,1,0,1,1,0.0,30,True,2026-03-26,1900,AI,0.77,0.42,0.51,0.24,12pm-3pm,6,3,0.47,5000,25,1,0.436,0,394,False,False,False,False,False,False,AI + Human,Omar Al-Omari,AGT-017,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-007988,Bandar Al-Dosari,2940359672,0597992184,2021-09-28,53,36,Male,Expat-Arab,Jeddah,Government,Personal Finance,76500,15000,1810,6.36,48,0,False,1,1-30 DPD,48,Stable,2,0.65,0.25,0.63,34,39000,1,0,2,0,2,2,0.0,9,True,2026-03-29,2600,Human Agent,0.23,0.49,0.63,0.12,12pm-3pm,7,2,0.18,12500,1,7,0.145,2,695,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,819,0.943,Low Risk,SMS,Pending
WAT-007989,Saud Al-Juhani,1860084034,0558154124,2023-03-01,36,29,Male,Saudi,Dammam,Semi-Government,Auto Finance,180000,124500,3080,7.16,72,36,True,63,61-90 DPD,109,Worsening,6,0.59,0.35,0.56,21,36000,2,0,5,1,4,4,0.2,9,False,,0,,0.33,0.5,0.92,0.07,3pm-6pm,13,3,0.3,17600,29,5,0.175,1,623,False,False,False,False,False,False,Human Led,Abeer Al-Enazi,AGT-026,False,0,True,508,0.378,High Risk,AI Voice,Not Paid
WAT-007990,Talal Al-Ahmadi,2839041974,0555836145,2024-07-18,20,38,Male,Expat-Asian,Dammam,Semi-Government,Personal Finance,35500,18500,1110,7.62,36,16,False,22,1-30 DPD,40,Improving,2,0.97,0.29,0.86,19,18000,0,500,0,0,0,0,,0,False,,0,,0.18,0.38,0.59,0.05,6pm-9pm,3,4,0.16,13300,28,4,0.083,2,442,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-007991,Hamad Al-Bogami,2410665011,0578750265,2021-02-14,61,28,Male,Expat-Asian,Jeddah,Private - Large,Personal Finance,34000,3000,710,9.37,60,0,False,74,61-90 DPD,127,Worsening,5,0.22,0.47,0.24,13,2000,4,0,3,0,3,1,0.0,44,False,,0,,0.1,0.21,0.38,0.16,9am-12pm,24,4,0.09,15800,1,7,0.045,1,652,False,True,False,False,False,False,AI + Human,Fatima Al-Khaldi,AGT-020,False,0,False,359,0.108,Very High Risk,Human Agent,Pending
WAT-007992,Bandar Al-Thubaiti,1245606483,0548529974,2021-05-01,58,34,Male,Saudi,Makkah,Government,Personal Finance,31500,10000,660,9.68,60,2,True,167,NPA,182,Worsening,2,0.12,0.59,0.13,6,500,6,0,10,3,7,1,0.3,3,False,,0,,0.31,0.43,0.6,0.19,6pm-9pm,20,14,0.19,5500,1,7,0.12,1,658,False,True,False,False,False,True,Human Led,Hamad Al-Asmari,AGT-023,True,20,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-007993,Bandar Al-Khaldi,1438188648,0567897151,2020-05-05,70,37,Male,Saudi,Jeddah,Semi-Government,Personal Finance,11000,1000,490,6.91,24,0,False,58,31-60 DPD,77,Stable,6,0.55,0.46,0.37,38,7000,1,0,2,0,2,0,0.0,7,True,2026-03-26,700,Human Agent,0.37,0.22,0.28,0.04,6pm-9pm,3,3,0.23,14100,1,7,0.035,2,670,False,True,False,False,False,False,AI + Human,Mohammed Al-Zahrani,AGT-005,False,0,False,581,0.511,Medium Risk,WhatsApp,Pending
WAT-007994,Saad Al-Shehri,1727032450,0534297297,2021-11-09,52,39,Male,Saudi,Dammam,Private - Large,Personal Finance,126000,32500,5590,6.09,24,0,False,95,NPA,98,Worsening,4,0.0,0.29,0.0,1,0,7,0,10,4,6,3,0.4,40,False,,0,,0.47,0.4,0.71,0.28,9am-12pm,19,6,0.39,7400,1,7,0.755,0,749,True,False,False,False,False,False,Human Led,Shahad Al-Maliki,AGT-016,False,0,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-007995,Tariq Al-Qahtani,1999689048,0561145846,2019-12-15,75,35,Male,Saudi,Dammam,Military/Security,Home Finance,621000,400500,6440,9.38,180,105,True,41,31-60 DPD,54,Improving,4,0.45,0.39,0.43,33,91500,1,0,2,1,1,0,0.5,43,False,,0,,0.58,0.14,0.21,0.16,9am-12pm,13,8,0.42,14700,26,2,0.438,0,677,False,False,False,False,False,False,AI + Human,Saud Al-Balawi,AGT-013,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-007996,Majed Al-Dosari,1790445052,0545004312,2019-08-22,79,40,Male,Saudi,Riyadh,Semi-Government,Home Finance,200000,138000,1520,6.73,240,161,True,3,1-30 DPD,42,Stable,0,0.68,0.15,0.6,53,48500,1,0,0,0,0,0,,0,False,,0,,0.45,0.46,0.51,0.05,12pm-3pm,5,1,0.35,17100,28,4,0.089,1,451,False,True,False,False,False,False,AI + Human,Mohammed Al-Zahrani,AGT-005,True,5,True,839,0.98,Low Risk,SMS,Pending
WAT-007997,Talal Al-Maliki,1865184898,0570879583,2019-07-12,80,31,Male,Saudi,Riyadh,Private - Large,Small Business Finance,77500,4500,2360,6.02,36,0,False,56,31-60 DPD,77,Worsening,4,0.64,0.22,0.57,51,68500,1,0,4,2,2,2,0.5,29,True,2026-04-07,3400,AI,0.42,0.48,0.56,0.05,3pm-6pm,12,2,0.39,6200,25,1,0.381,1,573,False,False,False,False,False,False,AI + Human,Rana Al-Shahrani,AGT-022,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-007998,Waleed Al-Shahrani,1833351269,0516233254,2025-03-31,11,40,Male,Saudi,Riyadh,Government,Personal Finance,86000,71000,2090,7.84,48,37,False,29,1-30 DPD,80,Worsening,0,0.59,0.69,0.49,6,6000,0,700,1,0,1,1,0.0,6,True,2026-04-01,4100,AI,0.42,0.32,0.55,0.0,3pm-6pm,1,3,0.38,18300,26,2,0.114,1,625,False,False,False,False,False,False,AI + Human,Khaled Al-Otaibi,AGT-003,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-007999,Abdullah Al-Ghamdi,1313488926,0565175500,2022-05-23,46,43,Male,Saudi,Riyadh,Government,Gold Finance,45500,16500,3930,6.8,12,0,False,54,31-60 DPD,86,Worsening,2,0.4,0.5,0.4,18,28500,2,0,3,2,1,1,0.67,34,False,,0,,0.28,0.01,0.01,0.08,3pm-6pm,2,5,0.23,6000,1,7,0.655,2,572,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,567,0.486,Medium Risk,WhatsApp,Pending
WAT-008000,Hamad Al-Bogami,1394127462,0527987352,2024-08-13,19,22,Male,Saudi,Jeddah,Private - Large,Auto Finance,163500,78500,7280,6.47,24,5,True,98,NPA,140,Worsening,4,0.13,0.32,0.13,2,2000,5,0,5,2,3,1,0.4,31,False,,0,,0.49,0.68,1.0,0.11,Before 9am,58,16,0.36,7700,26,2,0.9,0,514,False,False,False,False,False,True,Human Led,Wafa Al-Shammari,AGT-028,True,10,False,441,0.256,High Risk,AI Voice,Pending
WAT-008001,Dana Al-Ghamdi,1255737383,0587039331,2022-01-11,50,41,Female,Saudi,Jeddah,Private - SME,Gold Finance,5500,1000,930,6.57,6,0,False,156,NPA,170,Worsening,3,0.16,0.43,0.12,8,1000,6,0,10,2,8,0,0.2,33,False,,0,,0.61,0.34,0.48,0.0,12pm-3pm,24,4,0.53,13300,26,2,0.07,0,619,False,False,False,False,False,False,Human Led,Dina Al-Habdan,AGT-030,True,20,False,500,0.364,High Risk,AI Voice,Paid
WAT-008002,Talal Al-Omari,1834549611,0559469163,2019-03-28,83,24,Male,Saudi,Riyadh,Semi-Government,Home Finance,292000,217500,1940,6.3,300,217,True,5,1-30 DPD,19,Stable,0,0.53,0.37,0.47,43,39000,1,0,1,0,1,1,0.0,10,True,2026-04-12,3800,AI,0.1,0.52,0.59,0.08,9am-12pm,1,4,0.08,15400,26,2,0.126,1,489,False,False,True,False,False,False,AI + Human,Dana Al-Subaie,AGT-014,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-008003,Faisal Al-Shahrani,1455880428,0539508732,2022-10-13,41,34,Male,Saudi,Riyadh,Private - Large,Auto Finance,102500,42500,2120,8.84,60,19,True,18,1-30 DPD,66,Stable,0,0.67,0.35,0.7,27,40000,0,1400,0,0,0,0,,0,False,,0,,0.68,0.62,0.93,0.1,12pm-3pm,6,3,0.56,11100,28,4,0.191,3,614,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-008004,Dina Al-Bogami,2393459852,0587390989,2024-02-11,25,30,Female,Expat-GCC,Qassim,Private - SME,Personal Finance,193000,120000,4500,5.63,48,23,True,294,Write-off,311,Worsening,5,0.0,0.94,0.0,1,0,10,0,5,0,5,3,0.0,21,True,2026-04-10,3500,Human Agent,0.02,0.42,0.49,0.03,6pm-9pm,7,12,0.02,9300,30,6,0.484,2,624,True,False,False,False,False,False,Human Led,Adel Al-Thubaiti,AGT-021,False,0,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-008005,Bader Al-Bishi,1135139239,0573088714,2021-02-07,61,55,Male,Saudi,Riyadh,Semi-Government,Home Finance,508000,407000,3160,5.64,300,239,True,170,NPA,213,Stable,6,0.08,0.73,0.07,4,1000,5,0,9,3,6,4,0.33,28,False,,0,,0.69,0.47,0.85,0.07,3pm-6pm,55,9,0.45,13200,25,1,0.239,2,581,True,False,False,False,False,True,Human Led,Rana Al-Shahrani,AGT-022,True,20,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-008006,Fahad Al-Omari,2302438037,0574041143,2021-12-05,51,24,Male,Expat-Other,Jeddah,Retired,Small Business Finance,211500,81500,5270,9.07,48,0,False,37,31-60 DPD,78,Stable,3,0.81,0.15,0.82,41,177000,2,0,2,1,1,0,0.5,16,True,2026-04-04,8500,Human Agent,0.33,0.06,0.1,0.21,After 9pm,9,5,0.22,5600,1,7,0.9,1,815,True,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,609,0.561,Medium Risk,WhatsApp,Paid
WAT-008007,Sultan Al-Dosari,2445093430,0512386700,2019-08-11,79,34,Male,Expat-Arab,Riyadh,Government,Personal Finance,210500,98000,5160,8.23,48,0,False,1,1-30 DPD,13,Improving,0,0.79,0.23,0.68,62,217500,0,2500,0,0,0,0,,0,False,,0,,0.1,0.27,0.31,0.03,9am-12pm,5,2,0.09,12700,29,5,0.406,1,657,False,False,False,False,False,False,AI + Human,Hind Al-Juhani,AGT-018,True,5,False,839,0.98,Low Risk,SMS,Paid
WAT-008008,Waleed Al-Rashidi,2654242014,0531280803,2022-01-01,50,32,Male,Expat-GCC,Qassim,Semi-Government,Personal Finance,23000,11500,450,6.54,60,10,False,23,1-30 DPD,68,Improving,0,0.65,0.48,0.59,32,8500,1,0,1,0,1,1,0.0,15,False,,0,,0.32,0.14,0.16,0.34,6pm-9pm,7,3,0.28,17200,28,4,0.026,0,662,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
